Disease,Description,Source,Source_URL,Retrieved_Date,Canonical_Query
blepharospasm,"Blepharospasm is a neurological disorder characterized by intermittent, involuntary spasms and contractions of the orbicularis oculi (eyelid) muscles around both eyes. These result in abnormal twitching or blinking, and in the extreme, sustained eyelid closure resulting in functional blindness.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Blepharospasm,2026-02-07,blepharospasm
sarcoidosis,"Sarcoidosis, also known as Besnier–Boeck–Schaumann disease, is a non-infectious granulomatous disease involving abnormal collections of inflammatory cells that form lumps known as granulomata. The disease usually begins in the lungs, skin, or lymph nodes. Less commonly affected are the eyes, liver, heart, and brain, though any organ can be affected. The signs and symptoms depend on the organ involved. Often, no symptoms or only mild symptoms are seen. When it affects the lungs, wheezing, coughing, shortness of breath, or chest pain may occur. Some may have Löfgren syndrome, with fever, enlarged hilar lymph nodes, arthritis, and a rash known as erythema nodosum.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Sarcoidosis,2026-02-07,sarcoidosis
metastatic cancer,"Metastasis is the spread of a pathogenic agent from an initial or primary site to a different or secondary site within the host's body; the term is typically used when referring to metastasis by a cancerous tumor. The newly pathological sites, then, are metastases (mets). It is generally distinguished from cancer invasion, which is the direct extension and penetration by cancer cells into neighboring tissues.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Metastasis,2026-02-07,metastatic cancer
finger disorder,"A mallet finger, also known as hammer finger or PLF finger or Hannan finger, is an extensor tendon injury at the farthest away finger joint. This results in the inability to extend the finger tip without pushing it. There is generally pain and bruising at the back side of the farthest away finger joint.",Wikipedia_search,https://en.wikipedia.org/wiki/Mallet_finger,2026-02-07,finger injury | wiki_title:Mallet finger
stye,"A stye, also known as a hordeolum, is a bacterial infection of an oil gland in the eyelid. This results in a red tender bump at the edge of the eyelid. The outside or the inside of the eyelid can be affected.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Stye,2026-02-07,stye
hemochromatosis,"Iron overload is the abnormal and increased accumulation of total iron in the body, leading to organ damage. The primary mechanism of organ damage is oxidative stress, as elevated intracellular iron levels increase free radical formation via the Fenton reaction. Iron overload is often primary but may also be secondary to other causes. Iron deposition most commonly occurs in the liver, pancreas, skin, heart, and joints.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Iron_overload,2026-02-07,hemochromatosis
osteochondroma,"Osteochondroma is the most common benign tumor of bone. The tumors take the form of cartilage-capped bony projections or outgrowth on the surface of bones (exostoses). It is characterized as a type of overgrowth that can occur in any bone where cartilage forms bone. Tumors most commonly affect long bones around the knee and in the forearm. Additionally, flat bones such as the pelvis and scapula may be affected.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Osteochondroma,2026-02-07,osteochondroma
cushing syndrome,"Cushing's syndrome is a collection of signs and symptoms due to prolonged exposure to glucocorticoids such as cortisol. Signs and symptoms may include high blood pressure, abdominal obesity but with thin arms and legs, reddish stretch marks, a round red face due to facial plethora, a fat lump between the shoulders, weak muscles, weak bones, acne, and fragile skin that heals poorly. Women may have more hair and irregular menstruation or loss of menses, with the exact mechanisms of why still unknown. Occasionally there may be changes in mood, headaches, and a chronic feeling of tiredness.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Cushing's_syndrome,2026-02-07,cushing syndrome
vitreous degeneration,"The vitreous body is the clear gel that fills the space between the lens and the retina of the eyeball in humans and other vertebrates. It is often referred to as the vitreous humor, from Latin meaning liquid, or simply ""the vitreous"". Vitreous fluid or ""liquid vitreous"" is the liquid component of the vitreous gel, found after a vitreous detachment. It is not to be confused with the aqueous humor, the other fluid in the eye that is found between the cornea and lens.",Wikipedia_search,https://en.wikipedia.org/wiki/Vitreous_body,2026-02-07,vitreous degeneration | wiki_title:Vitreous body
atrophic skin condition,"Steroid-induced skin atrophy is thinning of the skin at the level of the epidermis as a result of prolonged exposure to topical steroids. This is the most common side effect of overuse or misuse of topical steroids. Topical steroids are typically prescribed for psoriasis, atopic dermatitis (eczema), and other itchy rashes. In people with psoriasis using topical steroids it occurs in up to 5% of people after a year of use. Intermittent use of topical steroids for atopic dermatitis is safe and does not cause skin thinning.",Wikipedia_search,https://en.wikipedia.org/wiki/Steroid-induced_skin_atrophy,2026-02-07,atrophic skin condition | wiki_title:Steroid-induced skin atrophy
aspergillosis,"Aspergillosis is a fungal infection of usually the lungs, caused by the genus Aspergillus, a common mold that is breathed in frequently from the air, but does not usually affect most people. It generally occurs in people with lung diseases such as asthma, cystic fibrosis or tuberculosis, or those who are immunocompromised such as those who have had a stem cell or organ transplant or those who take medications such as steroids and some cancer treatments which suppress the immune system. Rarely, it can affect skin.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Aspergillosis,2026-02-07,aspergillosis
uterine atony,"Uterine atony is the failure of the uterus to contract adequately following delivery. Contraction of the uterine muscles during labor compresses the blood vessels and slows flow, which helps prevent hemorrhage and facilitates coagulation. Therefore, a lack of uterine muscle contraction can lead to an acute hemorrhage, as the vasculature is not being sufficiently compressed. Uterine atony is the most common cause of postpartum hemorrhage, which is an emergency and potential cause of fatality. Across the globe, postpartum hemorrhage is among the top five causes of maternal death. Recognition of the warning signs of uterine atony in the setting of extensive postpartum bleeding should initiate interventions aimed at regaining stable uterine contraction.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Uterine_atony,2026-02-07,uterine atony
trichinosis,"Trichinosis, also known as trichinellosis, is a parasitic disease caused by roundworms of the Trichinella genus. During the initial infection, invasion of the intestines can result in diarrhea, abdominal pain, and vomiting. Migration of larvae to muscle, which occurs about a week after being infected, can cause swelling of the face, inflammation of the whites of the eyes, fever, muscle pains, and a rash. Minor infection may be without symptoms. Complications may include inflammation of heart muscle, central nervous system involvement, and inflammation of the lungs.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Trichinosis,2026-02-07,trichinosis
